location_id	bin_early	bin_late	morphotype	taxon	rank	taxonomic_tree	taxon_ambiguous_with	variable	variable_unit	variable_value (float)	variable_ci (float option)	variable_confidence_qualitative (string option)
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	1999	1500	NA	community	NA	NA	NA	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	unknown unit	0.24969023000000004	0.14423395819951212	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	2499	2000	NA	community	NA	NA	NA	Leaf area (in case of compound leaves: leaf, petiole included)	unknown unit	245.49178687666665	489.85166831153396	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	2499	2000	NA	community	NA	NA	NA	Leaf nitrogen (N) content per leaf dry mass	unknown unit	18.997017846	8.147079095570996	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	2499	2000	NA	community	NA	NA	NA	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included	unknown unit	20.12581519	10.626822383620278	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	2499	2000	NA	community	NA	NA	NA	Plant height vegetative	unknown unit	0.7401786717000001	0.6783065491172633	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	2499	2000	NA	community	NA	NA	NA	Seed dry mass	unknown unit	1.9162887813	3.1908401188884987	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	2499	2000	NA	community	NA	NA	NA	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	unknown unit	0.24969023000000004	0.14423395819951212	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	2999	2500	NA	community	NA	NA	NA	Leaf area (in case of compound leaves: leaf, petiole included)	unknown unit	245.49178687666665	489.85166831153396	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	2999	2500	NA	community	NA	NA	NA	Leaf nitrogen (N) content per leaf dry mass	unknown unit	18.997017846	8.147079095570996	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	2999	2500	NA	community	NA	NA	NA	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included	unknown unit	20.12581519	10.626822383620278	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	2999	2500	NA	community	NA	NA	NA	Plant height vegetative	unknown unit	0.7401786717000001	0.6783065491172633	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	2999	2500	NA	community	NA	NA	NA	Seed dry mass	unknown unit	1.9162887813	3.1908401188884987	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	2999	2500	NA	community	NA	NA	NA	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	unknown unit	0.24969023000000004	0.14423395819951212	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	3499	3000	NA	community	NA	NA	NA	Leaf area (in case of compound leaves: leaf, petiole included)	unknown unit	245.49178687666665	489.85166831153396	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	3499	3000	NA	community	NA	NA	NA	Leaf nitrogen (N) content per leaf dry mass	unknown unit	18.997017846	8.147079095570996	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	3499	3000	NA	community	NA	NA	NA	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included	unknown unit	20.12581519	10.626822383620278	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	3499	3000	NA	community	NA	NA	NA	Plant height vegetative	unknown unit	0.7401786717000001	0.6783065491172633	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	3499	3000	NA	community	NA	NA	NA	Seed dry mass	unknown unit	1.9162887813	3.1908401188884987	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	3499	3000	NA	community	NA	NA	NA	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	unknown unit	0.24969023000000004	0.14423395819951212	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	3999	3500	NA	community	NA	NA	NA	Leaf area (in case of compound leaves: leaf, petiole included)	unknown unit	245.49178687666665	489.85166831153396	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	3999	3500	NA	community	NA	NA	NA	Leaf nitrogen (N) content per leaf dry mass	unknown unit	18.997017846	8.147079095570996	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	3999	3500	NA	community	NA	NA	NA	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included	unknown unit	20.12581519	10.626822383620278	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	3999	3500	NA	community	NA	NA	NA	Plant height vegetative	unknown unit	0.7401786717000001	0.6783065491172633	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	3999	3500	NA	community	NA	NA	NA	Seed dry mass	unknown unit	1.9162887813	3.1908401188884987	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	3999	3500	NA	community	NA	NA	NA	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	unknown unit	0.24969023000000004	0.14423395819951212	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	4499	4000	NA	community	NA	NA	NA	Leaf area (in case of compound leaves: leaf, petiole included)	unknown unit	245.49178687666665	489.85166831153396	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	4499	4000	NA	community	NA	NA	NA	Leaf nitrogen (N) content per leaf dry mass	unknown unit	18.997017846	8.147079095570996	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	4499	4000	NA	community	NA	NA	NA	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included	unknown unit	20.12581519	10.626822383620278	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	4499	4000	NA	community	NA	NA	NA	Plant height vegetative	unknown unit	0.7401786717000001	0.6783065491172633	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	4499	4000	NA	community	NA	NA	NA	Seed dry mass	unknown unit	1.9162887813	3.1908401188884987	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	4499	4000	NA	community	NA	NA	NA	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	unknown unit	0.24969023000000004	0.14423395819951212	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	4999	4500	NA	community	NA	NA	NA	Leaf area (in case of compound leaves: leaf, petiole included)	unknown unit	245.49178687666665	489.85166831153396	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	4999	4500	NA	community	NA	NA	NA	Leaf nitrogen (N) content per leaf dry mass	unknown unit	18.997017846	8.147079095570996	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	4999	4500	NA	community	NA	NA	NA	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included	unknown unit	20.12581519	10.626822383620278	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	4999	4500	NA	community	NA	NA	NA	Plant height vegetative	unknown unit	0.7401786717000001	0.6783065491172633	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	4999	4500	NA	community	NA	NA	NA	Seed dry mass	unknown unit	1.9162887813	3.1908401188884987	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	4999	4500	NA	community	NA	NA	NA	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	unknown unit	0.24969023000000004	0.14423395819951212	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	5499	5000	NA	community	NA	NA	NA	Leaf area (in case of compound leaves: leaf, petiole included)	unknown unit	245.49178687666665	489.85166831153396	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	5499	5000	NA	community	NA	NA	NA	Leaf nitrogen (N) content per leaf dry mass	unknown unit	18.997017846	8.147079095570996	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	5499	5000	NA	community	NA	NA	NA	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included	unknown unit	20.12581519	10.626822383620278	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	5499	5000	NA	community	NA	NA	NA	Plant height vegetative	unknown unit	0.7401786717000001	0.6783065491172633	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	5499	5000	NA	community	NA	NA	NA	Seed dry mass	unknown unit	1.9162887813	3.1908401188884987	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	5499	5000	NA	community	NA	NA	NA	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	unknown unit	0.24969023000000004	0.14423395819951212	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	5999	5500	NA	community	NA	NA	NA	Leaf area (in case of compound leaves: leaf, petiole included)	unknown unit	245.49178687666665	489.85166831153396	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	5999	5500	NA	community	NA	NA	NA	Leaf nitrogen (N) content per leaf dry mass	unknown unit	18.997017846	8.147079095570996	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	5999	5500	NA	community	NA	NA	NA	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included	unknown unit	20.12581519	10.626822383620278	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	5999	5500	NA	community	NA	NA	NA	Plant height vegetative	unknown unit	0.7401786717000001	0.6783065491172633	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	5999	5500	NA	community	NA	NA	NA	Seed dry mass	unknown unit	1.9162887813	3.1908401188884987	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	5999	5500	NA	community	NA	NA	NA	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	unknown unit	0.24969023000000004	0.14423395819951212	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	6499	6000	NA	community	NA	NA	NA	Leaf area (in case of compound leaves: leaf, petiole included)	unknown unit	245.49178687666665	489.85166831153396	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	6499	6000	NA	community	NA	NA	NA	Leaf nitrogen (N) content per leaf dry mass	unknown unit	18.997017846	8.147079095570996	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	6499	6000	NA	community	NA	NA	NA	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included	unknown unit	20.12581519	10.626822383620278	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	6499	6000	NA	community	NA	NA	NA	Plant height vegetative	unknown unit	0.7401786717000001	0.6783065491172633	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	6499	6000	NA	community	NA	NA	NA	Seed dry mass	unknown unit	1.9162887813	3.1908401188884987	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	6499	6000	NA	community	NA	NA	NA	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	unknown unit	0.24969023000000004	0.14423395819951212	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	6999	6500	NA	community	NA	NA	NA	Leaf area (in case of compound leaves: leaf, petiole included)	unknown unit	245.49178687666665	489.85166831153396	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	6999	6500	NA	community	NA	NA	NA	Leaf nitrogen (N) content per leaf dry mass	unknown unit	18.997017846	8.147079095570996	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	6999	6500	NA	community	NA	NA	NA	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included	unknown unit	20.12581519	10.626822383620278	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	6999	6500	NA	community	NA	NA	NA	Plant height vegetative	unknown unit	0.7401786717000001	0.6783065491172633	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	6999	6500	NA	community	NA	NA	NA	Seed dry mass	unknown unit	1.9162887813	3.1908401188884987	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	6999	6500	NA	community	NA	NA	NA	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	unknown unit	0.24969023000000004	0.14423395819951212	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	7499	7000	NA	community	NA	NA	NA	Leaf area (in case of compound leaves: leaf, petiole included)	unknown unit	245.49178687666665	489.85166831153396	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	7499	7000	NA	community	NA	NA	NA	Leaf nitrogen (N) content per leaf dry mass	unknown unit	18.997017846	8.147079095570996	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	7499	7000	NA	community	NA	NA	NA	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included	unknown unit	20.12581519	10.626822383620278	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	7499	7000	NA	community	NA	NA	NA	Plant height vegetative	unknown unit	0.7401786717000001	0.6783065491172633	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	7499	7000	NA	community	NA	NA	NA	Seed dry mass	unknown unit	1.9162887813	3.1908401188884987	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	7499	7000	NA	community	NA	NA	NA	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	unknown unit	0.24969023000000004	0.14423395819951212	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	7999	7500	NA	community	NA	NA	NA	Leaf area (in case of compound leaves: leaf, petiole included)	unknown unit	245.49178687666665	489.85166831153396	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	7999	7500	NA	community	NA	NA	NA	Leaf nitrogen (N) content per leaf dry mass	unknown unit	18.997017846	8.147079095570996	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	7999	7500	NA	community	NA	NA	NA	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included	unknown unit	20.12581519	10.626822383620278	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	7999	7500	NA	community	NA	NA	NA	Plant height vegetative	unknown unit	0.7401786717000001	0.6783065491172633	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	7999	7500	NA	community	NA	NA	NA	Seed dry mass	unknown unit	1.9162887813	3.1908401188884987	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	7999	7500	NA	community	NA	NA	NA	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	unknown unit	0.24969023000000004	0.14423395819951212	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	8499	8000	NA	community	NA	NA	NA	Leaf area (in case of compound leaves: leaf, petiole included)	unknown unit	245.49178687666665	489.85166831153396	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	8499	8000	NA	community	NA	NA	NA	Leaf nitrogen (N) content per leaf dry mass	unknown unit	18.997017846	8.147079095570996	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	8499	8000	NA	community	NA	NA	NA	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included	unknown unit	20.12581519	10.626822383620278	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	8499	8000	NA	community	NA	NA	NA	Plant height vegetative	unknown unit	0.7401786717000001	0.6783065491172633	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	8499	8000	NA	community	NA	NA	NA	Seed dry mass	unknown unit	1.9162887813	3.1908401188884987	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	8499	8000	NA	community	NA	NA	NA	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	unknown unit	0.24969023000000004	0.14423395819951212	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	8999	8500	NA	community	NA	NA	NA	Leaf area (in case of compound leaves: leaf, petiole included)	unknown unit	274.5873284175	493.98535566961556	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	8999	8500	NA	community	NA	NA	NA	Leaf nitrogen (N) content per leaf dry mass	unknown unit	19.89084662	8.269615957090739	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	8999	8500	NA	community	NA	NA	NA	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included	unknown unit	21.153147584444444	10.650153241612863	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	8999	8500	NA	community	NA	NA	NA	Plant height vegetative	unknown unit	0.2142468333333333	0.2018499770849271	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	8999	8500	NA	community	NA	NA	NA	Seed dry mass	unknown unit	0.39649256033333335	0.35292637557106954	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	8999	8500	NA	community	NA	NA	NA	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	unknown unit	0.20344844716666668	0.13966108571918517	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	9499	9000	NA	community	NA	NA	NA	Leaf area (in case of compound leaves: leaf, petiole included)	unknown unit	274.5873284175	493.98535566961556	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	9499	9000	NA	community	NA	NA	NA	Leaf nitrogen (N) content per leaf dry mass	unknown unit	19.89084662	8.269615957090739	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	9499	9000	NA	community	NA	NA	NA	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included	unknown unit	21.153147584444444	10.650153241612863	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	9499	9000	NA	community	NA	NA	NA	Plant height vegetative	unknown unit	0.2142468333333333	0.2018499770849271	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	9499	9000	NA	community	NA	NA	NA	Seed dry mass	unknown unit	0.39649256033333335	0.35292637557106954	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	9499	9000	NA	community	NA	NA	NA	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	unknown unit	0.20344844716666668	0.13966108571918517	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	9999	9500	NA	community	NA	NA	NA	Leaf area (in case of compound leaves: leaf, petiole included)	unknown unit	274.5873284175	493.98535566961556	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	9999	9500	NA	community	NA	NA	NA	Leaf nitrogen (N) content per leaf dry mass	unknown unit	19.89084662	8.269615957090739	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	9999	9500	NA	community	NA	NA	NA	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included	unknown unit	21.153147584444444	10.650153241612863	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	9999	9500	NA	community	NA	NA	NA	Plant height vegetative	unknown unit	0.2142468333333333	0.2018499770849271	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	9999	9500	NA	community	NA	NA	NA	Seed dry mass	unknown unit	0.39649256033333335	0.35292637557106954	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	9999	9500	NA	community	NA	NA	NA	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	unknown unit	0.20344844716666668	0.13966108571918517	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	10499	10000	NA	community	NA	NA	NA	Leaf area (in case of compound leaves: leaf, petiole included)	unknown unit	274.5873284175	493.98535566961556	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	10499	10000	NA	community	NA	NA	NA	Leaf nitrogen (N) content per leaf dry mass	unknown unit	19.89084662	8.269615957090739	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	10499	10000	NA	community	NA	NA	NA	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included	unknown unit	21.153147584444444	10.650153241612863	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	10499	10000	NA	community	NA	NA	NA	Plant height vegetative	unknown unit	0.2142468333333333	0.2018499770849271	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	10499	10000	NA	community	NA	NA	NA	Seed dry mass	unknown unit	0.39649256033333335	0.35292637557106954	
individualtimelinenode_48d66bcb-89ff-4d3f-8713-057de0eb592b	10499	10000	NA	community	NA	NA	NA	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	unknown unit	0.20344844716666668	0.13966108571918517	
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	499	0	NA	community	NA	NA	NA	Leaf area (in case of compound leaves: leaf, petiole included)	mm^2	1407.712630925	806.4065830788833	
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	499	0	NA	community	NA	NA	NA	Leaf nitrogen (N) content per leaf dry mass	mg/g	21.172060119571427	8.649953976175626	
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	499	0	NA	community	NA	NA	NA	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included	mm^2/mg	17.25756847285714	7.972598097501138	
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	499	0	NA	community	NA	NA	NA	Plant height vegetative	m	3.180847713857143	8.252425364546609	
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	499	0	NA	community	NA	NA	NA	Seed dry mass	mg	3.627990971333334	5.346565058576624	
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	499	0	NA	community	NA	NA	NA	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	g/cm^3	0.40931472350000003	0.17312397339975297	
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	999	500	NA	community	NA	NA	NA	Leaf area (in case of compound leaves: leaf, petiole included)	mm^2	1256.71484269375	882.8821571806997	
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	999	500	NA	community	NA	NA	NA	Leaf nitrogen (N) content per leaf dry mass	mg/g	20.3847151527	7.503274930577202	
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	999	500	NA	community	NA	NA	NA	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included	mm^2/mg	16.330156589090908	7.277345631086234	
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	999	500	NA	community	NA	NA	NA	Plant height vegetative	m	2.028072059	7.445880917137813	
individualtimelinenode_c2805b46-f963-491a-b825-766208e247a0	999	500	NA	community	NA	NA	NA	Seed dry mass	mg	3.3306706574545455	4.472418744054482	
